iter	MultiClass
134	0.5415544887
135	0.540768058
136	0.5396924487
137	0.5387391406
138	0.5372308782
139	0.5362640019
140	0.5351974029
141	0.5342577135
142	0.5331724501
143	0.5321486888
144	0.531214539
145	0.5301848719
146	0.5294274918
147	0.5283127122
148	0.5273099104
149	0.5264181296
150	0.5252024828
151	0.5241842165
152	0.5233776911
153	0.5222580272
154	0.52135293
155	0.5205148102
156	0.5197033329
157	0.5186216508
158	0.5177083446
159	0.5167205794
160	0.5158176195
161	0.5151732952
162	0.5142594187
163	0.5132303655
164	0.5124620301
165	0.5113236283
166	0.5104216446
167	0.5098069169
168	0.5090424881
169	0.5082059039
170	0.5075373557
171	0.5067987281
172	0.506210799
173	0.5052575186
174	0.5046010207
175	0.5038793552
176	0.5030519926
177	0.5021508893
178	0.5015579699
179	0.5005354537
180	0.4999457293
181	0.4991584115
182	0.4982326485
183	0.4973643064
184	0.4968602449
185	0.4959649877
186	0.4955518507
187	0.4947535637
188	0.4938809726
189	0.4930708408
190	0.4924891773
191	0.491844994
192	0.491202428
193	0.4904633647
194	0.4898641513
195	0.4892004682
196	0.4886066657
197	0.4878995579
198	0.4872131813
199	0.4866447572
200	0.4859870037
201	0.4851643739
202	0.4844575497
203	0.4835033191
204	0.4827249008
205	0.4821083721
206	0.4815609884
207	0.4808112759
208	0.480279701
209	0.4796051427
210	0.4787403368
211	0.4779490712
212	0.4773549813
213	0.4768084007
214	0.4761868619
215	0.475631362
216	0.4747682498
217	0.473948116
218	0.4733753723
219	0.4726927383
220	0.4718632244
221	0.4713113345
222	0.4705812703
223	0.4699398225
224	0.4692377654
225	0.4683900328
226	0.4677439872
227	0.4674416667
228	0.4669664702
229	0.4663247648
230	0.4656544955
231	0.4652567552
232	0.4646862848
233	0.4640357917
234	0.4636065329
235	0.4632482068
236	0.4627380303
237	0.4621669359
238	0.4616607805
239	0.4611507669
240	0.4605788018
241	0.4599738009
242	0.4592987745
243	0.4589586726
244	0.4583627581
245	0.4575962344
246	0.4569917319
247	0.4563016442
248	0.4556220764
249	0.4549439126
250	0.4544428761
251	0.4540068671
252	0.4535673286
253	0.4529465746
254	0.452479975
255	0.4521653675
256	0.4515119207
257	0.4507278231
258	0.4502495746
259	0.4497794123
260	0.4492941306
261	0.4488376
262	0.448577653
263	0.4480801193
264	0.4474662438
265	0.4468554013
266	0.4463963977
267	0.4457551151
268	0.4451985679
269	0.4447507637
270	0.4442129663
271	0.4436715337
272	0.4432008032
273	0.4425302246
274	0.4420451882
275	0.441390803
276	0.441059112
277	0.4406675784
278	0.4400814367
279	0.4396742098
280	0.4392017521
281	0.4386353614
282	0.4382533955
283	0.4377085659
284	0.4370451645
285	0.4364691607
286	0.4357618614
287	0.4350632099
288	0.4345468063
289	0.4341226773
290	0.4338482393
291	0.4333556923
292	0.4328361764
293	0.4325496049
294	0.4321818638
295	0.4317232368
296	0.4312505917
297	0.4307420417
298	0.4303679595
299	0.4300253975
300	0.42962335
301	0.4293338846
302	0.42900089
303	0.4287070451
304	0.4281291135
305	0.4275345714
306	0.4271158661
307	0.426362541
308	0.425910404
309	0.4254562366
310	0.4249752453
311	0.4245904359
312	0.4240540283
313	0.423692626
314	0.4231553947
315	0.4228075695
316	0.422381114
317	0.422038055
318	0.421509328
319	0.420982528
320	0.4205746557
321	0.4200887866
322	0.4195877903
323	0.4190915748
324	0.4186125811
325	0.4182611876
326	0.4180332258
327	0.4176794939
328	0.4171879562
329	0.4166610074
330	0.4160618668
331	0.4156573282
332	0.4151711963
333	0.4147733936
334	0.4143582158
335	0.4140491506
336	0.4137497532
337	0.4134524037
338	0.4131307983
339	0.4127823688
340	0.4122692373
341	0.4117803066
342	0.411332011
343	0.4108353231
344	0.4102837715
345	0.4098788853
346	0.4094195179
347	0.4089859534
348	0.4086972754
349	0.4082920345
350	0.4077925086
351	0.4074596374
352	0.4072466279
353	0.4066428667
354	0.4062801627
355	0.4059164388
356	0.4056320257
357	0.405123372
358	0.4047407206
359	0.4043371229
360	0.4040235668
361	0.4036620297
362	0.4031712261
363	0.4027054936
364	0.402141402
365	0.4018737663
366	0.4016097545
367	0.4013655088
368	0.4010736478
369	0.400604874
370	0.4003685955
371	0.40004006
372	0.3997248815
373	0.3994085644
374	0.3991217029
375	0.3986673624
376	0.3983035157
377	0.398049331
378	0.3977577725
379	0.3972856172
380	0.3969619814
381	0.3966269383
382	0.3962123281
383	0.3959579826
384	0.3954639629
385	0.3950842225
386	0.3947210867
387	0.3942107019
388	0.3938941616
389	0.3934194333
390	0.3929510501
391	0.3926510181
392	0.3921292911
393	0.3918578022
394	0.3915120458
395	0.3911861208
396	0.3909039974
397	0.3904477374
398	0.3902519417
399	0.389682294
400	0.3891227141
401	0.3888135289
402	0.3885955484
403	0.3882636546
404	0.3879086317
405	0.3876376664
406	0.3873331478
407	0.3869894897
408	0.386548862
409	0.3862399597
410	0.3857869835
411	0.3854472148
412	0.38513561
413	0.3846558443
414	0.384336086
415	0.3839001901
416	0.3835826836
417	0.3832992502
418	0.3828860326
419	0.3825576766
420	0.3821761362
421	0.381859246
422	0.3814209655
423	0.3809621963
424	0.3805787379
425	0.380246717
426	0.3799393093
427	0.3797213946
428	0.3795769792
429	0.3792836995
430	0.3788978184
431	0.3785781116
432	0.3782074487
433	0.3779360662
434	0.3777142475
435	0.377450755
436	0.377163866
437	0.3769017878
438	0.3766200461
439	0.3763049569
440	0.3758785158
441	0.375564865
442	0.3753101113
443	0.3751371019
444	0.3749122369
445	0.3746207057
446	0.3743184094
447	0.3739839922
448	0.3737329561
449	0.3734788508
450	0.3731675777
451	0.3729397126
452	0.3726066445
453	0.372238963
454	0.3718394575
455	0.3715526842
456	0.3712371156
457	0.3709833014
458	0.3707253625
459	0.3705199181
460	0.3703180766
461	0.3701224352
462	0.3698529831
463	0.3694971278
464	0.3692795625
465	0.3690090983
466	0.3687878817
467	0.3685121024
468	0.368335002
469	0.3681152166
470	0.367847129
471	0.3676552401
472	0.3673391583
473	0.3671270882
474	0.366896345
475	0.3664925385
476	0.3662051448
477	0.3658918433
478	0.3655976864
479	0.3653070902
480	0.3650495462
481	0.3648017572
482	0.3645990838
483	0.3643812677
484	0.3639420548
485	0.3636929928
486	0.3634648433
487	0.3632414536
488	0.3629531597
489	0.3626321912
490	0.3623585984
491	0.3620624923
492	0.3618560053
493	0.3616488984
494	0.3614135205
495	0.3611993385
496	0.3609336621
497	0.3606716899
498	0.3603474125
499	0.3601095472
500	0.3599057895
501	0.3597494298
502	0.3594385221
503	0.3591445697
504	0.3588460146
505	0.3586406842
506	0.3583614546
507	0.3580253609
508	0.357819103
509	0.3576415117
510	0.3574402764
511	0.3571693911
512	0.3569463863
513	0.3566718737
514	0.3564307295
515	0.3562030412
516	0.3559178519
517	0.3557865734
518	0.3556125752
519	0.3553380769
520	0.3551618059
521	0.3548422973
522	0.3545691969
523	0.3543301822
524	0.3540521334
525	0.3538541415
526	0.3536603494
527	0.3532885391
528	0.3530766203
529	0.3529370153
530	0.3527881105
531	0.3525645296
532	0.352202637
533	0.351902616
534	0.3516880137
535	0.351467353
536	0.3512390394
537	0.3510245763
538	0.3508550481
539	0.3506830978
540	0.3504598074
541	0.3502386896
542	0.3500144866
543	0.3498110157
544	0.3494557469
545	0.3492288221
546	0.34904794
547	0.3488253734
548	0.3485240677
549	0.3482587234
550	0.3479795848
551	0.347833414
552	0.3475473659
553	0.3473105338
554	0.3471196311
555	0.3467963697
556	0.3464376307
557	0.346224987
558	0.3459796706
559	0.3457453003
560	0.345568861
561	0.3454050028
562	0.3452038322
563	0.345007966
564	0.344741694
565	0.3444542302
566	0.3442974826
567	0.3440128476
568	0.3438334626
569	0.3435774456
570	0.3434011995
571	0.3431273123
572	0.3427851506
573	0.3424825368
574	0.3423337566
575	0.3420389644
576	0.3418049411
577	0.3415906244
578	0.3413893986
579	0.341106197
580	0.3409280695
581	0.3407092618
582	0.3405149878
583	0.3402777124
584	0.3400609702
585	0.3398395719
586	0.339713459
587	0.3395854348
588	0.3393808767
589	0.339243446
590	0.3388886007
591	0.3386297555
592	0.3384647714
593	0.338285874
594	0.3380868297
595	0.3376969588
596	0.3374107186
597	0.3372312194
598	0.3368912973
599	0.3366714222
600	0.3365800805
601	0.3363739051
602	0.3360375766
603	0.3357981825
604	0.335557146
605	0.3353435196
606	0.3350235981
607	0.3347732469
608	0.3345894025
609	0.3344041078
610	0.3341040761
611	0.3339090894
612	0.3335930058
613	0.3333972671
614	0.3331817321
615	0.3329128107
616	0.3327003974
617	0.3324858587
618	0.3322820991
619	0.3321276689
620	0.3319346489
621	0.3317152028
622	0.3315067801
623	0.3313024677
624	0.3310546123
625	0.3308901325
626	0.3306268645
627	0.330423277
628	0.3301506969
629	0.3299588146
630	0.3297293181
631	0.3294963431
632	0.3292519767
633	0.3290760149
634	0.3288345271
635	0.3285823919
636	0.3284026611
637	0.3282315661
638	0.3279761659
639	0.3278578393
640	0.3276185779
641	0.3272616413
642	0.3270163541
643	0.326790949
644	0.3265916023
645	0.3263626801
646	0.3261131008
647	0.3259086531
648	0.3258059618
649	0.3256675791
650	0.3255251829
651	0.3253226658
652	0.3251116761
653	0.3249143152
654	0.3247550313
655	0.3246212872
656	0.3244045923
657	0.3242046793
658	0.3240150672
659	0.3237241273
660	0.3234309149
661	0.3231026197
662	0.32279471
663	0.3226123007
664	0.3225134396
665	0.3223170993
666	0.3221209403
667	0.3219812225
668	0.3218660474
669	0.3215604482
670	0.3213684442
671	0.3210853239
672	0.3207488818
673	0.3206201168
674	0.3204958482
675	0.32024691
676	0.3201125986
677	0.3199906054
678	0.3196853256
679	0.3196231589
680	0.3194829006
681	0.3192379719
682	0.3190021847
683	0.3188056788
684	0.3186419087
685	0.3184227069
686	0.318175982
687	0.3179801924
688	0.3177888467
689	0.3175591016
690	0.3173572005
691	0.3172020453
692	0.3170155913
693	0.3168172285
694	0.3166432291
695	0.3164928426
696	0.3162716445
697	0.3160634278
698	0.3159250587
699	0.3156491155
700	0.3153638428
701	0.315258373
702	0.3149876766
703	0.314814549
704	0.3144887125
705	0.3142453572
706	0.3139526135
707	0.3138564509
708	0.3136441121
709	0.3134899706
710	0.3132715295
711	0.3131011118
712	0.3128736018
713	0.3126801569
714	0.3124587765
715	0.3123186604
716	0.3121472865
717	0.3120341685
718	0.3118066795
719	0.3116079167
720	0.3114235203
721	0.3112101754
722	0.3109910446
723	0.3107094934
724	0.3105471456
725	0.3103695624
726	0.3102571597
727	0.3100901573
728	0.3099115812
729	0.3097308852
730	0.3095473279
731	0.3093582444
732	0.3091807072
733	0.3089814176
734	0.3087528756
735	0.308560582
736	0.3083794183
737	0.308189061
738	0.3079597068
739	0.3077206633
740	0.3076112547
741	0.3073529822
742	0.3072271934
743	0.3070231199
744	0.3069000531
745	0.3068158743
746	0.306574981
747	0.3063947639
748	0.3062223262
749	0.3061132878
750	0.3059542204
751	0.3058360174
752	0.3056915792
753	0.3055954511
754	0.3053941085
755	0.3052629421
756	0.304979042
757	0.3048221758
758	0.3046505988
759	0.3044269362
760	0.3042577688
761	0.3041057961
762	0.303880032
763	0.3036693588
764	0.3035122219
765	0.3033547218
766	0.3031803958
767	0.3030173134
768	0.3027934218
769	0.3026009565
770	0.3024202109
771	0.3022250073
772	0.3020824356
773	0.3019723903
774	0.3017230778
775	0.3015315224
776	0.3013406428
777	0.3011590274
778	0.3010239101
779	0.3007974891
780	0.3006389333
781	0.3005061176
782	0.3003112609
783	0.3001145451
784	0.2999814898
785	0.2998285539
786	0.299754137
787	0.2995428361
788	0.2993783681
789	0.2992710252
790	0.2991421394
791	0.2989964273
792	0.298828337
793	0.29858958
794	0.2983954336
795	0.2982913785
796	0.2980687286
797	0.297923669
798	0.2977201291
799	0.2975073269
800	0.2973837652
801	0.2973149334
802	0.2971356822
803	0.296920026
804	0.2967514374
805	0.2965465854
806	0.2963043153
807	0.2961755553
808	0.2960695438
809	0.2960103491
810	0.2958783157
811	0.2956841188
812	0.2955711403
813	0.2954056702
814	0.2950979017
815	0.2949217595
816	0.2947419948
817	0.2945708343
818	0.2944418716
819	0.2942993886
820	0.294149136
821	0.2940556521
822	0.2938907299
823	0.2936846277
824	0.2935911529
825	0.2934550356
826	0.293297134
827	0.2930914777
828	0.2929630211
829	0.2928374703
830	0.2926126026
831	0.2923783656
832	0.2921751064
833	0.2919783202
834	0.2918076707
835	0.2916863077
836	0.291547186
837	0.2914050473
838	0.2912345543
839	0.2911176961
840	0.2909738129
841	0.290888018
842	0.2907839295
843	0.2905422372
844	0.2903560797
845	0.290259808
846	0.2900637432
847	0.2899129275
848	0.2897493435
849	0.289534459
850	0.2892974783
851	0.2891792205
852	0.2890460574
853	0.2889014007
854	0.2887477418
855	0.2886043988
856	0.2884441737
857	0.2882181178
858	0.2880176679
859	0.2877762368
860	0.2876503233
861	0.2875196556
862	0.2872671549
863	0.2871006507
864	0.2868923695
865	0.2866296796
866	0.2865025695
867	0.2863376203
868	0.2862103642
869	0.2860946945
870	0.2859417454
871	0.2857767135
872	0.2856058383
873	0.2854920684
874	0.2852530204
875	0.2851535278
876	0.2849989337
877	0.2848149474
878	0.2846686265
879	0.2844749297
880	0.2843091284
881	0.2841428727
882	0.2840463372
883	0.2839137383
884	0.2837323631
885	0.283550214
886	0.2834754742
887	0.2833779445
888	0.2832672061
889	0.2831792169
890	0.2830813565
891	0.2829328662
892	0.282767455
893	0.2826189989
894	0.2824217393
895	0.2823215298
896	0.2822256965
897	0.2821077626
898	0.2819633213
899	0.2818471089
900	0.2817171757
901	0.2815543634
902	0.281406238
903	0.2813047173
904	0.2811430559
905	0.2809448239
906	0.280829146
907	0.2807324869
908	0.2806057345
909	0.2804400513
910	0.2802442003
911	0.2800763971
912	0.2799798195
913	0.2798931981
914	0.2798312129
915	0.2795967042
916	0.2794774946
917	0.279258359
918	0.2791425658
919	0.27899571
920	0.2789022194
921	0.278782672
922	0.2786045387
923	0.27844052
924	0.2782876124
925	0.278062138
926	0.2779398692
927	0.2778563625
928	0.2777428596
929	0.2776078693
930	0.2774916837
931	0.277338958
932	0.2771987073
933	0.2770660118
934	0.2769815009
935	0.2767838409
936	0.2766632467
937	0.2765031832
938	0.2763421342
939	0.2762320767
940	0.2760782342
941	0.2759275227
942	0.2758040082
943	0.2756594847
944	0.2755556466
945	0.2753971122
946	0.2752373792
947	0.2751009808
948	0.2749401967
949	0.274840094
950	0.274624984
951	0.2744077294
952	0.2742600121
953	0.2741502279
954	0.2740479912
955	0.2739138987
956	0.2737841753
957	0.2735321363
958	0.2733755132
959	0.2732086179
960	0.2730764799
961	0.2728711524
962	0.2726004684
963	0.2724685349
964	0.2723350383
965	0.272247423
966	0.2720529037
967	0.271972041
968	0.2718576686
969	0.2716834944
970	0.2716025936
971	0.2714717528
972	0.2713231288
973	0.2712395564
974	0.2711407408
975	0.2710362359
976	0.2709294516
977	0.2708060906
978	0.2706583653
979	0.2705516875
980	0.2704223128
981	0.270324147
982	0.2701668225
983	0.269945777
984	0.2698216453
985	0.2696980688
986	0.2695071651
987	0.2693885585
988	0.2692930874
989	0.2692259259
990	0.2690623062
991	0.2688881342
992	0.2687776442
993	0.2685931925
994	0.2684506371
995	0.2682948519
996	0.2681270515
997	0.2680413969
998	0.2678714859
999	0.2676557742
